Date: 2013/09/18 | Time (start): 16:43:20,472 | Time (end): 16:43:21,672 | Measuring frequency (Hz): 1000 | Sample pr. channel: 100
Profile: 3 | Direction: Forward | Load: Sledgehammer (6.3 kg) | Receiver spacing: 1 m | Source offset: 10 m
Test site: Arnarbaeli, South Iceland 
Other: 

Analog input:
Dev1/ai0	Dev1/ai1	Dev1/ai2	Dev1/ai3	Dev1/ai4	Dev1/ai5	Dev1/ai6	Dev1/ai7	Dev1/ai16	Dev1/ai17	Dev1/ai18	Dev1/ai19	Dev1/ai20	Dev1/ai21	Dev1/ai22	Dev1/ai23	#Dev2/ai0	Dev2/ai1	Dev2/ai2	Dev2/ai3	Dev2/ai4	Dev2/ai5	Dev2/ai6	Dev2/ai7
0.000526	0.000461	0.000296	0.000362	0.000230	0.000296	0.000263	0.000197	0.000164	0.000098	0.000066	0.000033	0.000098	0.000098	0.000131	-0.000033	-0.000103	-0.000136	-0.000037	-0.000136	-0.000103	-0.000037	-0.000136	-0.000070
0.000329	0.000428	0.000098	0.000329	0.000230	0.000230	0.000263	0.000230	0.000230	0.000197	0.000066	0.000131	0.000164	0.000131	0.000164	0.000066	-0.000037	-0.000070	-0.000070	-0.000136	-0.000136	-0.000103	-0.000103	-0.000103
0.000098	0.000329	-0.000000	0.000263	0.000230	0.000230	0.000296	0.000230	0.000263	0.000197	0.000131	0.000164	0.000164	0.000131	0.000230	0.000164	-0.000004	-0.000070	-0.000004	-0.000037	-0.000070	-0.000037	-0.000103	-0.000037
-0.000000	0.000263	-0.000000	0.000098	0.000164	0.000197	0.000197	0.000230	0.000230	0.000230	0.000098	0.000164	0.000263	0.000197	0.000197	0.000131	0.000029	0.000029	0.000094	0.000029	-0.000004	-0.000037	-0.000037	-0.000037
-0.000000	0.000164	0.000033	0.000033	0.000066	0.000230	0.000197	0.000197	0.000197	0.000164	0.000098	0.000164	0.000230	0.000131	0.000164	0.000131	0.000094	0.000062	0.000062	0.000029	-0.000004	0.000062	-0.000037	-0.000037
0.000164	0.000066	0.000098	0.000066	0.000066	0.000164	0.000131	0.000098	0.000098	0.000098	0.000066	0.000131	0.000197	0.000098	0.000164	0.000098	0.000029	-0.000004	0.000029	0.000029	0.000029	0.000029	0.000029	-0.000004
0.000296	0.000098	0.000164	0.000066	0.000033	0.000131	0.000098	0.000033	0.000033	0.000033	-0.000000	-0.000000	0.000131	0.000098	0.000164	0.000098	0.000029	-0.000004	0.000062	0.000062	0.000029	0.000029	-0.000004	-0.000004
0.000428	0.000131	0.000296	0.000197	0.000066	0.000098	0.000131	-0.000000	-0.000000	-0.000066	-0.000066	0.000033	0.000066	0.000066	0.000066	0.000033	-0.000037	-0.000070	0.000029	-0.000037	-0.000037	-0.000004	-0.000004	-0.000004
0.000592	0.000296	0.000263	0.000230	0.000098	0.000098	0.000131	-0.000000	-0.000033	-0.000000	-0.000099	-0.000000	0.000033	-0.000000	0.000066	-0.000000	-0.000103	-0.000070	-0.000004	-0.000004	-0.000070	-0.000037	-0.000070	-0.000037
0.000592	0.000362	0.000230	0.000263	0.000197	0.000033	0.000131	0.000033	-0.000000	-0.000033	-0.000099	-0.000066	-0.000000	0.000033	0.000066	-0.000000	-0.000070	-0.000037	-0.000037	-0.000103	-0.000103	-0.000037	-0.000136	-0.000070
0.000526	0.000428	0.000164	0.000329	0.000197	0.000098	0.000164	0.000098	0.000033	0.000033	-0.000066	0.000066	0.000066	0.000033	0.000098	0.000033	-0.000037	-0.000037	-0.000070	-0.000103	-0.000103	-0.000070	-0.000169	-0.000070
0.000362	0.000428	0.000131	0.000296	0.000197	0.000164	0.000164	0.000164	0.000131	0.000066	-0.000000	-0.000000	0.000098	0.000033	0.000098	-0.000000	-0.000037	-0.000070	-0.000103	-0.000070	-0.000136	-0.000103	-0.000136	-0.000070
0.000362	0.000428	0.000164	0.000263	0.000197	0.000197	0.000131	0.000197	0.000197	0.000131	-0.000000	0.000033	0.000131	0.000066	0.000131	0.000033	-0.000037	-0.000070	-0.000037	-0.000070	-0.000103	-0.000103	-0.000169	-0.000103
0.000329	0.000296	0.000197	0.000197	0.000131	0.000230	0.000131	0.000164	0.000164	0.000131	0.000033	0.000066	0.000098	0.000066	0.000066	0.000033	0.000029	-0.000037	-0.000004	-0.000004	-0.000070	-0.000070	-0.000136	-0.000103
0.000329	0.000197	0.000197	0.000131	0.000131	0.000230	0.000131	0.000164	0.000197	0.000098	0.000098	0.000066	0.000164	0.000164	0.000131	0.000033	0.000029	-0.000004	-0.000004	0.000029	-0.000037	-0.000037	-0.000070	-0.000070
0.000461	0.000230	0.000230	0.000098	0.000131	0.000197	0.000164	0.000131	0.000131	0.000098	0.000098	0.000033	0.000230	0.000098	0.000131	0.000033	-0.000004	0.000029	0.000062	0.000062	-0.000037	-0.000004	-0.000004	-0.000037
0.000592	0.000296	0.000296	0.000164	0.000197	0.000263	0.000197	0.000164	0.000164	0.000197	0.000098	0.000098	0.000164	0.000197	0.000164	0.000098	0.000062	0.000062	0.000062	0.000029	-0.000004	0.000029	-0.000004	-0.000037
0.000691	0.000329	0.000395	0.000230	0.000230	0.000197	0.000230	0.000164	0.000066	0.000164	0.000066	0.000131	0.000164	0.000098	0.000197	0.000131	0.000062	0.000029	0.000029	0.000062	0.000029	-0.000004	0.000029	-0.000037
0.000724	0.000395	0.000461	0.000263	0.000230	0.000230	0.000164	0.000197	0.000033	0.000164	0.000066	0.000098	0.000131	0.000098	0.000164	0.000098	-0.000004	0.000029	0.000029	0.000029	0.000029	-0.000004	0.000029	-0.000037
0.000691	0.000461	0.000461	0.000230	0.000263	0.000164	0.000131	0.000197	0.000033	0.000164	0.000066	0.000066	0.000131	0.000066	0.000164	0.000066	-0.000004	0.000029	0.000029	-0.000004	-0.000037	0.000029	-0.000037	-0.000004
0.000658	0.000526	0.000428	0.000263	0.000197	0.000197	0.000164	0.000197	-0.000000	0.000131	0.000066	0.000033	0.000098	0.000066	0.000164	0.000033	-0.000004	-0.000037	-0.000004	-0.000037	-0.000070	-0.000037	-0.000004	-0.000037
0.000592	0.000526	0.000329	0.000263	0.000164	0.000197	0.000197	0.000197	0.000033	0.000066	-0.000000	0.000033	0.000098	0.000066	0.000098	0.000033	-0.000037	-0.000070	-0.000070	-0.000037	-0.000070	-0.000070	-0.000070	-0.000037
0.000559	0.000461	0.000329	0.000263	0.000131	0.000164	0.000131	0.000164	0.000131	0.000033	0.000033	0.000066	0.000131	0.000033	0.000066	0.000033	-0.000070	-0.000103	-0.000070	-0.000103	-0.000136	-0.000103	-0.000037	-0.000037
0.000592	0.000428	0.000230	0.000230	0.000164	0.000197	0.000131	0.000131	0.000131	0.000066	-0.000033	0.000033	0.000098	0.000066	0.000098	0.000033	-0.000037	-0.000037	-0.000037	-0.000103	-0.000103	-0.000103	-0.000103	-0.000070
0.000592	0.000362	0.000230	0.000230	0.000164	0.000164	0.000131	0.000098	0.000164	0.000066	-0.000000	0.000098	0.000164	0.000033	0.000098	0.000066	-0.000070	-0.000103	-0.000037	-0.000070	-0.000070	-0.000037	-0.000070	-0.000070
0.000658	0.000395	0.000230	0.000296	0.000164	0.000197	0.000164	0.000164	0.000164	0.000098	0.000033	-0.000000	0.000230	0.000033	0.000098	0.000098	-0.000037	-0.000004	-0.000037	-0.000037	-0.000037	-0.000037	-0.000037	-0.000037
0.000757	0.000428	0.000263	0.000263	0.000230	0.000164	0.000164	0.000197	0.000164	0.000131	0.000098	0.000066	0.000197	0.000066	0.000197	0.000098	0.000029	-0.000004	-0.000004	-0.000037	-0.000037	-0.000004	-0.000037	-0.000070
0.000889	0.000493	0.000395	0.000296	0.000296	0.000230	0.000197	0.000164	0.000164	0.000164	0.000164	0.000066	0.000197	0.000131	0.000131	0.000098	-0.000004	0.000029	0.000062	-0.000004	-0.000004	0.000029	0.000029	-0.000070
0.001020	0.000526	0.000526	0.000230	0.000329	0.000230	0.000164	0.000197	0.000131	0.000164	0.000164	0.000033	0.000164	0.000164	0.000197	0.000098	0.000029	0.000029	-0.000004	-0.000004	-0.000037	-0.000037	-0.000037	-0.000037
0.001119	0.000658	0.000625	0.000296	0.000230	0.000296	0.000230	0.000197	0.000131	0.000164	0.000164	0.000098	0.000230	0.000164	0.000131	0.000098	0.000029	0.000062	0.000029	-0.000004	-0.000037	-0.000004	0.000029	0.000062
0.001152	0.000658	0.000592	0.000362	0.000230	0.000296	0.000197	0.000164	0.000164	0.000098	0.000164	0.000164	0.000131	0.000131	0.000197	0.000131	-0.000004	0.000029	0.000029	-0.000004	-0.000004	-0.000004	-0.000004	-0.000004
0.001086	0.000691	0.000493	0.000362	0.000230	0.000263	0.000230	0.000164	0.000164	0.000033	0.000098	0.000164	0.000098	0.000164	0.000131	0.000098	-0.000037	-0.000037	-0.000004	-0.000070	-0.000037	-0.000004	0.000029	0.000062
0.001053	0.000658	0.000428	0.000296	0.000164	0.000263	0.000230	0.000066	0.000131	0.000066	0.000066	0.000131	0.000066	0.000066	0.000131	0.000066	-0.000004	-0.000037	0.000029	-0.000004	-0.000037	-0.000037	-0.000037	0.000062
0.000987	0.000625	0.000362	0.000329	0.000197	0.000197	0.000197	0.000098	0.000131	0.000033	0.000033	0.000131	0.000164	0.000033	0.000131	0.000066	-0.000070	-0.000070	0.000029	-0.000037	-0.000037	-0.000004	-0.000037	0.000029
0.000987	0.000625	0.000263	0.000362	0.000164	0.000230	0.000164	0.000131	0.000098	0.000033	0.000033	0.000066	0.000164	0.000131	0.000131	0.000098	-0.000037	-0.000037	-0.000004	-0.000070	-0.000037	-0.000004	-0.000037	0.000029
0.001020	0.000625	0.000263	0.000296	0.000230	0.000164	0.000131	0.000098	0.000131	0.000098	0.000033	0.000033	0.000197	0.000098	0.000098	0.000098	-0.000037	-0.000070	-0.000004	-0.000037	-0.000070	-0.000004	-0.000037	-0.000004
0.000954	0.000658	0.000296	0.000329	0.000230	0.000230	0.000164	0.000164	0.000098	0.000066	0.000098	0.000098	0.000197	0.000131	0.000131	0.000131	-0.000004	-0.000037	0.000029	-0.000037	-0.000037	0.000029	-0.000004	-0.000004
0.001053	0.000691	0.000461	0.000230	0.000164	0.000197	0.000098	0.000164	0.000131	0.000098	0.000098	0.000098	0.000230	0.000164	0.000197	0.000131	-0.000004	-0.000037	-0.000037	0.000029	-0.000004	-0.000004	-0.000070	0.000029
0.001086	0.000856	0.000592	0.000329	0.000197	0.000197	0.000164	0.000164	0.000164	0.000131	0.000131	0.000197	0.000230	0.000164	0.000230	0.000098	0.000029	-0.000004	0.000029	0.000029	-0.000037	0.000029	-0.000004	-0.000004
0.001119	0.000921	0.000658	0.000296	0.000296	0.000263	0.000164	0.000230	0.000131	0.000098	0.000131	0.000230	0.000164	0.000164	0.000197	0.000098	0.000062	-0.000004	0.000029	0.000062	-0.000037	0.000029	-0.000037	0.000029
0.001086	0.000954	0.000691	0.000395	0.000263	0.000197	0.000230	0.000197	0.000164	0.000131	0.000131	0.000164	0.000197	0.000197	0.000197	0.000066	0.000062	0.000062	-0.000004	0.000029	-0.000004	0.000029	0.000029	0.000062
0.001053	0.001020	0.000592	0.000428	0.000296	0.000197	0.000230	0.000164	0.000230	0.000131	0.000098	0.000197	0.000263	0.000131	0.000263	0.000131	-0.000004	0.000062	-0.000004	0.000029	-0.000037	-0.000004	0.000062	0.000029
0.000823	0.001020	0.000625	0.000395	0.000230	0.000230	0.000263	0.000197	0.000164	0.000164	0.000033	0.000197	0.000164	0.000164	0.000164	0.000131	-0.000004	0.000029	-0.000004	0.000029	-0.000037	-0.000004	0.000029	0.000094
0.000592	0.000954	0.000493	0.000395	0.000263	0.000230	0.000230	0.000131	0.000131	0.000164	0.000066	0.000164	0.000230	0.000164	0.000164	0.000131	-0.000004	0.000029	0.000062	-0.000004	-0.000037	0.000062	0.000029	0.000127
0.000263	0.000954	0.000526	0.000362	0.000230	0.000230	0.000197	0.000164	0.000131	0.000197	0.000098	0.000098	0.000164	0.000230	0.000230	0.000164	-0.000070	-0.000037	0.000062	-0.000004	-0.000037	0.000062	0.000029	0.000062
-0.000000	0.000823	0.000526	0.000296	0.000230	0.000131	0.000164	0.000131	0.000131	0.000164	0.000131	0.000098	0.000230	0.000164	0.000197	0.000131	-0.000037	-0.000037	0.000062	0.000029	-0.000004	0.000029	0.000029	0.000062
-0.000428	0.000790	0.000526	0.000296	0.000197	0.000164	0.000164	0.000131	0.000164	0.000131	0.000098	0.000131	0.000197	0.000164	0.000164	0.000131	0.000029	-0.000037	0.000062	-0.000004	-0.000004	0.000029	0.000029	0.000094
-0.000692	0.000724	0.000592	0.000263	0.000164	0.000098	0.000164	0.000131	0.000098	0.000066	0.000066	0.000131	0.000230	0.000197	0.000164	0.000131	0.000062	-0.000037	-0.000004	0.000029	-0.000037	0.000062	0.000029	0.000062
-0.001120	0.000691	0.000625	0.000263	0.000197	0.000098	0.000164	0.000131	0.000066	0.000098	0.000066	0.000164	0.000263	0.000164	0.000230	0.000131	-0.000004	-0.000004	-0.000004	0.000062	-0.000004	0.000094	0.000029	0.000029
-0.001416	0.000625	0.000658	0.000296	0.000230	0.000131	0.000098	0.000131	0.000098	0.000131	0.000098	0.000131	0.000230	0.000197	0.000197	0.000098	0.000094	0.000029	-0.000004	0.000062	0.000029	0.000029	0.000094	0.000062
-0.001844	0.000526	0.000658	0.000296	0.000230	0.000131	0.000131	0.000098	0.000131	0.000131	0.000066	0.000197	0.000230	0.000131	0.000263	0.000131	0.000029	0.000062	-0.000004	0.000029	0.000029	0.000062	0.000029	0.000094
-0.002173	0.000362	0.000658	0.000362	0.000296	0.000131	0.000131	0.000164	0.000131	0.000197	0.000098	0.000131	0.000263	0.000131	0.000164	0.000164	0.000029	0.000029	0.000029	0.000029	0.000029	0.000062	0.000094	0.000127
-0.002568	0.000131	0.000559	0.000362	0.000296	0.000164	0.000098	0.000197	0.000131	0.000230	0.000164	0.000098	0.000263	0.000197	0.000230	0.000164	-0.000004	0.000062	0.000062	-0.000004	0.000062	0.000094	0.000094	0.000094
-0.002996	-0.000165	0.000461	0.000296	0.000329	0.000131	0.000164	0.000164	0.000164	0.000197	0.000164	0.000164	0.000263	0.000230	0.000197	0.000164	0.000029	0.000029	0.000094	0.000029	0.000062	0.000094	0.000094	0.000029
-0.003490	-0.000527	0.000395	0.000329	0.000230	0.000197	0.000164	0.000164	0.000164	0.000164	0.000164	0.000131	0.000263	0.000230	0.000197	0.000164	0.000062	0.000029	0.000062	0.000062	0.000029	0.000094	0.000094	0.000160
-0.003951	-0.000856	0.000263	0.000296	0.000230	0.000164	0.000164	0.000033	0.000197	0.000164	0.000098	0.000164	0.000230	0.000164	0.000164	0.000131	0.000029	0.000029	0.000094	0.000029	0.000029	0.000127	0.000094	0.000127
-0.004379	-0.001284	0.000033	0.000296	0.000164	0.000098	0.000098	0.000098	0.000131	0.000197	0.000131	0.000197	0.000197	0.000164	0.000164	0.000131	0.000062	0.000029	0.000062	0.000094	0.000029	0.000094	0.000127	0.000062
-0.004873	-0.001646	-0.000000	0.000230	0.000197	0.000098	0.000131	0.000131	0.000131	0.000131	0.000098	0.000131	0.000230	0.000131	0.000263	0.000131	-0.000004	0.000029	0.000094	0.000127	0.000094	0.000029	0.000094	0.000127
-0.005169	-0.002041	-0.000165	0.000197	0.000164	0.000066	0.000098	0.000066	0.000098	0.000098	0.000066	0.000164	0.000230	0.000131	0.000164	0.000131	0.000062	0.000029	0.000062	0.000094	0.000062	0.000029	0.000062	0.000160
-0.005498	-0.002437	-0.000330	0.000098	0.000098	0.000098	0.000098	0.000098	0.000066	0.000098	0.000098	0.000131	0.000263	0.000164	0.000230	0.000164	0.000062	0.000062	0.000094	0.000062	0.000127	0.000062	0.000062	0.000094
-0.005564	-0.002897	-0.000527	-0.000000	0.000164	0.000098	0.000098	0.000066	0.000066	0.000066	0.000098	0.000164	0.000263	0.000164	0.000230	0.000164	0.000062	-0.000004	0.000094	0.000062	0.000127	0.000094	0.000062	0.000127
-0.005531	-0.003260	-0.000790	-0.000099	0.000098	0.000131	0.000098	0.000164	0.000066	0.000098	0.000131	0.000066	0.000197	0.000164	0.000230	0.000164	0.000062	0.000062	0.000062	0.000062	0.000094	0.000094	0.000029	0.000127
-0.005498	-0.003655	-0.000988	-0.000165	0.000098	0.000098	0.000098	0.000098	0.000066	0.000098	0.000098	0.000066	0.000230	0.000197	0.000197	0.000164	0.000029	0.000062	0.000127	0.000127	0.000094	0.000127	0.000127	0.000062
-0.005301	-0.004050	-0.001317	-0.000264	0.000066	0.000098	0.000098	0.000164	0.000131	0.000131	0.000197	0.000131	0.000263	0.000197	0.000197	0.000098	0.000062	0.000062	0.000094	0.000094	0.000062	0.000094	0.000094	0.000094
-0.005136	-0.004445	-0.001679	-0.000362	-0.000033	0.000098	0.000066	0.000131	0.000164	0.000131	0.000164	0.000098	0.000263	0.000197	0.000230	0.000164	0.000094	0.000094	0.000160	0.000062	0.000062	0.000160	0.000094	0.000127
-0.004774	-0.004840	-0.002074	-0.000494	-0.000033	0.000066	0.000131	0.000066	0.000131	0.000098	0.000098	0.000131	0.000263	0.000164	0.000197	0.000164	0.000094	0.000062	0.000094	0.000127	0.000062	0.000062	0.000127	0.000127
-0.004544	-0.005037	-0.002371	-0.000659	-0.000066	0.000066	0.000131	0.000066	0.000131	0.000098	0.000131	0.000131	0.000263	0.000164	0.000230	0.000197	0.000094	0.000029	0.000127	0.000094	0.000127	0.000094	0.000127	0.000094
-0.004181	-0.005235	-0.002733	-0.000758	-0.000165	-0.000000	0.000131	0.000066	0.000033	0.000098	0.000098	0.000131	0.000230	0.000164	0.000164	0.000197	0.000094	0.000094	0.000094	0.000127	0.000062	0.000127	0.000127	0.000094
-0.003589	-0.005301	-0.003062	-0.001054	-0.000231	-0.000033	0.000098	-0.000000	0.000066	0.000066	0.000066	0.000066	0.000263	0.000131	0.000263	0.000164	0.000029	0.000094	0.000160	0.000127	0.000127	0.000160	0.000094	0.000160
-0.002766	-0.005367	-0.003424	-0.001218	-0.000362	-0.000066	0.000066	0.000033	0.000066	0.000098	0.000098	0.000098	0.000263	0.000164	0.000197	0.000131	0.000127	0.000094	0.000127	0.000127	0.000160	0.000160	0.000062	0.000127
-0.001778	-0.005301	-0.003721	-0.001449	-0.000461	-0.000165	0.000098	0.000033	0.000066	0.000066	0.000098	0.000098	0.000230	0.000131	0.000230	0.000197	0.000094	0.000127	0.000127	0.000062	0.000160	0.000127	0.000094	0.000160
-0.000692	-0.005103	-0.003951	-0.001712	-0.000527	-0.000198	0.000033	-0.000000	0.000033	0.000066	0.000131	0.000131	0.000197	0.000197	0.000263	0.000197	0.000094	0.000094	0.000127	0.000127	0.000094	0.000127	0.000094	0.000127
0.000362	-0.004939	-0.004214	-0.001976	-0.000626	-0.000198	0.000033	-0.000000	0.000066	0.000098	0.000098	0.000098	0.000164	0.000164	0.000230	0.000131	0.000062	0.000094	0.000094	0.000127	0.000094	0.000160	0.000127	0.000094
0.001218	-0.004609	-0.004412	-0.002173	-0.000758	-0.000264	-0.000000	-0.000000	0.000098	0.000066	0.000066	0.000164	0.000164	0.000131	0.000230	0.000230	0.000062	0.000094	0.000127	0.000160	0.000062	0.000160	0.000127	0.000094
0.001975	-0.004116	-0.004576	-0.002437	-0.000889	-0.000297	-0.000000	-0.000066	0.000098	0.000033	0.000098	0.000131	0.000131	0.000131	0.000230	0.000164	0.000094	0.000062	0.000062	0.000127	0.000094	0.000127	0.000127	0.000094
0.002765	-0.003490	-0.004642	-0.002601	-0.001054	-0.000362	-0.000000	-0.000000	0.000033	0.000066	0.000098	0.000066	0.000164	0.000131	0.000197	0.000164	0.000094	0.000094	0.000127	0.000193	0.000094	0.000160	0.000094	0.000094
0.003555	-0.002799	-0.004708	-0.002930	-0.001153	-0.000461	-0.000033	-0.000066	0.000066	0.000033	0.000098	0.000098	0.000164	0.000131	0.000230	0.000197	0.000127	0.000127	0.000127	0.000094	0.000127	0.000094	0.000127	0.000160
0.004444	-0.001943	-0.004708	-0.003128	-0.001350	-0.000560	-0.000066	-0.000099	-0.000000	0.000033	0.000033	0.000098	0.000197	0.000098	0.000197	0.000197	0.000127	0.000127	0.000160	0.000160	0.000127	0.000160	0.000094	0.000094
0.005498	-0.001153	-0.004544	-0.003293	-0.001515	-0.000626	-0.000132	-0.000066	0.000033	0.000033	0.000098	0.000131	0.000164	0.000164	0.000197	0.000164	0.000127	0.000094	0.000160	0.000127	0.000094	0.000160	0.000094	0.000094
